,SRR_id,tissue_name,salmon_mapping_rate [%],SRR_filesize_bytes,fastq_filesize_bytes,index_release,n_spots,nproc,instance_type,library_layout,instance_id,execution_mode,s3_path,prefetch_start_time,prefetch_end_time,fasterq_dump_start_time,fasterq_dump_end_time,salmon_start_time,salmon_end_time,deseq2_start_time,deseq2_end_time,EBS_Size,EBS_Throughput,EBS_VolumeType,EBS_Iops
10,SRR11653996,endometrium,66.2691,3936225218,26867333576,111,34737400,8,c6i.2xlarge,paired,i-06a6022dc9ae08318,EC2,s3://neardata-other/Salmon/high_mapping_rate/endometrium/normalized_counts/SRR11653996_salmon_normalized_counts.tsv,2024-05-14T10:20:22,2024-05-14T10:21:58,2024-05-14T10:21:58,2024-05-14T10:24:20,2024-05-14T10:24:20,2024-05-14T10:41:21,2024-05-14T10:41:21,2024-05-14T10:41:31,550,500,gp3,3000
11,SRR16212318,endometrium,30.8366,4753222096,45656261284,111,51127409,8,c6i.2xlarge,paired,i-02606b5b3a5d8f843,EC2,s3://neardata-other/Salmon/high_mapping_rate/endometrium/normalized_counts/SRR16212318_salmon_normalized_counts.tsv,2024-05-14T10:19:25,2024-05-14T10:21:14,2024-05-14T10:21:14,2024-05-14T10:25:18,2024-05-14T10:25:18,2024-05-14T10:45:28,2024-05-14T10:45:28,2024-05-14T10:45:39,550,500,gp3,3000
12,SRR12235078,endothelium,88.8657,1315865469,6836599308,111,19431176,8,c6i.2xlarge,single,i-0adff66f22d3a7d2d,EC2,s3://neardata-other/Salmon/high_mapping_rate/endothelium/normalized_counts/SRR12235078_salmon_normalized_counts.tsv,2024-05-14T10:14:57,2024-05-14T10:15:27,2024-05-14T10:15:27,2024-05-14T10:15:57,2024-05-14T10:15:57,2024-05-14T10:18:58,2024-05-14T10:18:58,2024-05-14T10:19:18,550,500,gp3,3000
13,SRR21986285,endothelium,78.0252,617689140,4449293694,111,19204009,8,c6i.2xlarge,single,i-053895e50101eff7b,EC2,s3://neardata-other/Salmon/high_mapping_rate/endothelium/normalized_counts/SRR21986285_salmon_normalized_counts.tsv,2024-05-14T10:14:58,2024-05-14T10:15:13,2024-05-14T10:15:13,2024-05-14T10:15:35,2024-05-14T10:15:35,2024-05-14T10:18:40,2024-05-14T10:18:40,2024-05-14T10:18:58,550,500,gp3,3000
14,SRR14233734,endothelium,64.9836,404785467,2244972644,111,12442484,8,c6i.2xlarge,single,i-07e18cc23712005c6,EC2,s3://neardata-other/Salmon/high_mapping_rate/endothelium/normalized_counts/SRR14233734_salmon_normalized_counts.tsv,2024-05-14T10:14:56,2024-05-14T10:15:09,2024-05-14T10:15:09,2024-05-14T10:15:16,2024-05-14T10:15:16,2024-05-14T10:19:36,2024-05-14T10:19:36,2024-05-14T10:19:57,550,500,gp3,3000
15,SRR16541622,endothelium,60.0297,462164864,3083482152,111,4047606,8,c6i.2xlarge,paired,i-01034fd3bdd3d8b1d,EC2,s3://neardata-other/Salmon/high_mapping_rate/endothelium/normalized_counts/SRR16541622_salmon_normalized_counts.tsv,2024-05-14T10:14:57,2024-05-14T10:15:09,2024-05-14T10:15:09,2024-05-14T10:15:27,2024-05-14T10:15:27,2024-05-14T10:18:35,2024-05-14T10:18:35,2024-05-14T10:18:55,550,500,gp3,3000
16,SRR6879134,endothelium,36.6589,8995876464,81048949452,111,117391579,8,c6i.2xlarge,paired,i-02854aa13a9918da0,EC2,s3://neardata-other/Salmon/high_mapping_rate/endothelium/normalized_counts/SRR6879134_salmon_normalized_counts.tsv,2024-05-14T10:14:56,2024-05-14T10:18:36,2024-05-14T10:18:36,2024-05-14T10:25:59,2024-05-14T10:25:59,2024-05-14T10:48:45,2024-05-14T10:48:45,2024-05-14T10:49:14,550,500,gp3,3000
17,SRR1724263,epithelium,86.9412,308957579,1596629830,111,7301402,8,c6i.2xlarge,single,i-0811a5851f1aa25a4,EC2,s3://neardata-other/Salmon/high_mapping_rate/epithelium/normalized_counts/SRR1724263_salmon_normalized_counts.tsv,2024-05-14T10:15:18,2024-05-14T10:15:26,2024-05-14T10:15:26,2024-05-14T10:15:33,2024-05-14T10:15:33,2024-05-14T10:17:51,2024-05-14T10:17:51,2024-05-14T10:18:11,550,500,gp3,3000
18,SRR18253073,epithelium,74.2178,341167589,1824622598,111,6894039,8,c6i.2xlarge,single,i-01034fd3bdd3d8b1d,EC2,s3://neardata-other/Salmon/high_mapping_rate/epithelium/normalized_counts/SRR18253073_salmon_normalized_counts.tsv,2024-05-14T10:21:04,2024-05-14T10:21:15,2024-05-14T10:21:15,2024-05-14T10:21:18,2024-05-14T10:21:18,2024-05-14T10:22:01,2024-05-14T10:22:01,2024-05-14T10:22:11,550,500,gp3,3000
19,SRR7093856,fibroblasts,93.5747,472412659,3960475540,111,17262586,8,c6i.2xlarge,single,i-06f16c23d5ac6a399,EC2,s3://neardata-other/Salmon/high_mapping_rate/fibroblasts/normalized_counts/SRR7093856_salmon_normalized_counts.tsv,2024-05-14T10:22:17,2024-05-14T10:22:27,2024-05-14T10:22:27,2024-05-14T10:22:39,2024-05-14T10:22:39,2024-05-14T10:24:19,2024-05-14T10:24:19,2024-05-14T10:24:29,550,500,gp3,3000
20,SRR8866763,fibroblasts,83.2194,780890977,5293829668,111,21878497,8,c6i.2xlarge,single,i-06f16c23d5ac6a399,EC2,s3://neardata-other/Salmon/high_mapping_rate/fibroblasts/normalized_counts/SRR8866763_salmon_normalized_counts.tsv,2024-05-14T10:24:30,2024-05-14T10:24:48,2024-05-14T10:24:48,2024-05-14T10:25:03,2024-05-14T10:25:03,2024-05-14T10:27:24,2024-05-14T10:27:24,2024-05-14T10:27:34,550,500,gp3,3000
21,ERR5769920,fibroblasts,75.6197,1582690562,10595385740,111,15994423,8,c6i.2xlarge,paired,i-06a6022dc9ae08318,EC2,s3://neardata-other/Salmon/high_mapping_rate/fibroblasts/normalized_counts/ERR5769920_salmon_normalized_counts.tsv,2024-05-14T10:15:18,2024-05-14T10:15:53,2024-05-14T10:15:53,2024-05-14T10:16:36,2024-05-14T10:16:36,2024-05-14T10:20:00,2024-05-14T10:20:00,2024-05-14T10:20:19,550,500,gp3,3000
22,SRR8981819,fibroblasts,74.8716,6421228614,37875218184,111,49432431,8,c6i.2xlarge,paired,i-0dcb9d6e67c6fad0a,EC2,s3://neardata-other/Salmon/high_mapping_rate/fibroblasts/normalized_counts/SRR8981819_salmon_normalized_counts.tsv,2024-05-14T10:25:05,2024-05-14T10:27:30,2024-05-14T10:27:30,2024-05-14T10:30:55,2024-05-14T10:30:55,2024-05-14T10:40:14,2024-05-14T10:40:14,2024-05-14T10:40:24,550,500,gp3,3000
23,ERR3671311,heart_muscle,89.093,410926012,3436222438,111,14932640,8,c6i.2xlarge,single,i-0a66a6b59473d4eb1,EC2,s3://neardata-other/Salmon/high_mapping_rate/heart_muscle/normalized_counts/ERR3671311_salmon_normalized_counts.tsv,2024-05-14T10:17:49,2024-05-14T10:18:00,2024-05-14T10:18:00,2024-05-14T10:18:10,2024-05-14T10:18:10,2024-05-14T10:19:31,2024-05-14T10:19:31,2024-05-14T10:19:40,550,500,gp3,3000
24,SRR4240822,heart_muscle,59.9336,2554703581,16369328280,111,31800345,8,c6i.2xlarge,paired,i-099d1e45b9e5c6aa7,EC2,s3://neardata-other/Salmon/high_mapping_rate/heart_muscle/normalized_counts/SRR4240822_salmon_normalized_counts.tsv,2024-05-14T10:24:09,2024-05-14T10:25:07,2024-05-14T10:25:07,2024-05-14T10:26:23,2024-05-14T10:26:23,2024-05-14T10:29:16,2024-05-14T10:29:16,2024-05-14T10:29:25,550,500,gp3,3000
25,SRR16145819,heart_muscle,30.3346,2152535766,16629364226,111,51246194,8,c6i.2xlarge,single,i-0811a5851f1aa25a4,EC2,s3://neardata-other/Salmon/high_mapping_rate/heart_muscle/normalized_counts/SRR16145819_salmon_normalized_counts.tsv,2024-05-14T10:18:12,2024-05-14T10:19:09,2024-05-14T10:19:09,2024-05-14T10:20:56,2024-05-14T10:20:56,2024-05-14T11:05:26,2024-05-14T11:05:26,2024-05-14T11:05:37,550,500,gp3,3000
26,SRR12503616,heart_muscle,30.3316,1720016748,13332049450,111,41099010,8,c6i.2xlarge,single,i-0fb3cc96d7c1abebd,EC2,s3://neardata-other/Salmon/high_mapping_rate/heart_muscle/normalized_counts/SRR12503616_salmon_normalized_counts.tsv,2024-05-14T10:25:29,2024-05-14T10:26:08,2024-05-14T10:26:08,2024-05-14T10:27:05,2024-05-14T10:27:05,2024-05-14T11:03:15,2024-05-14T11:03:15,2024-05-14T11:03:25,550,500,gp3,3000
27,SRR1220504,intestine,69.1862,1360639506,6494987908,111,9586715,8,c6i.2xlarge,paired,i-0a66a6b59473d4eb1,EC2,s3://neardata-other/Salmon/high_mapping_rate/intestine/normalized_counts/SRR1220504_salmon_normalized_counts.tsv,2024-05-14T10:14:56,2024-05-14T10:15:27,2024-05-14T10:15:27,2024-05-14T10:15:51,2024-05-14T10:15:51,2024-05-14T10:17:27,2024-05-14T10:17:27,2024-05-14T10:17:47,550,500,gp3,3000
28,SRR12495892,intestine,66.6271,1981200625,15452537308,111,20131381,8,c6i.2xlarge,paired,i-0a66a6b59473d4eb1,EC2,s3://neardata-other/Salmon/high_mapping_rate/intestine/normalized_counts/SRR12495892_salmon_normalized_counts.tsv,2024-05-14T10:19:42,2024-05-14T10:20:28,2024-05-14T10:20:28,2024-05-14T10:21:42,2024-05-14T10:21:42,2024-05-14T10:25:50,2024-05-14T10:25:50,2024-05-14T10:26:00,550,500,gp3,3000
29,SRR10600396,intestine,50.8838,11808688005,77111111184,111,100000000,8,c6i.2xlarge,paired,i-0fb3b9cac95d68eee,EC2,s3://neardata-other/Salmon/high_mapping_rate/intestine/normalized_counts/SRR10600396_salmon_normalized_counts.tsv,2024-05-14T10:14:56,2024-05-14T10:19:25,2024-05-14T10:19:25,2024-05-14T10:26:30,2024-05-14T10:26:30,2024-05-14T11:10:13,2024-05-14T11:10:13,2024-05-14T11:10:42,550,500,gp3,3000
30,SRR11245149,intestine,33.6466,3886013024,17940220944,111,50603525,8,c6i.2xlarge,single,i-0705e3534daf36d9f,EC2,s3://neardata-other/Salmon/high_mapping_rate/intestine/normalized_counts/SRR11245149_salmon_normalized_counts.tsv,2024-05-14T10:14:56,2024-05-14T10:16:27,2024-05-14T10:16:27,2024-05-14T10:18:11,2024-05-14T10:18:11,2024-05-14T10:25:09,2024-05-14T10:25:09,2024-05-14T10:25:31,550,500,gp3,3000
31,SRR14132098,kidney_cells,92.1268,2007386141,13675145186,111,47970593,8,c6i.2xlarge,single,i-0a66a6b59473d4eb1,EC2,s3://neardata-other/Salmon/high_mapping_rate/kidney_cells/normalized_counts/SRR14132098_salmon_normalized_counts.tsv,2024-05-14T10:26:02,2024-05-14T10:26:45,2024-05-14T10:26:45,2024-05-14T10:27:47,2024-05-14T10:27:47,2024-05-14T10:31:50,2024-05-14T10:31:50,2024-05-14T10:32:00,550,500,gp3,3000
32,SRR15269003,kidney_cells,89.6641,742089882,5432454912,111,7085083,8,c6i.2xlarge,paired,i-003bff9b6995290f6,EC2,s3://neardata-other/Salmon/high_mapping_rate/kidney_cells/normalized_counts/SRR15269003_salmon_normalized_counts.tsv,2024-05-14T10:14:57,2024-05-14T10:15:19,2024-05-14T10:15:19,2024-05-14T10:15:43,2024-05-14T10:15:43,2024-05-14T10:18:10,2024-05-14T10:18:10,2024-05-14T10:18:30,550,500,gp3,3000
33,SRR15269032,kidney_cells,84.0504,641019564,4908559872,111,6402928,8,c6i.2xlarge,paired,i-01034fd3bdd3d8b1d,EC2,s3://neardata-other/Salmon/high_mapping_rate/kidney_cells/normalized_counts/SRR15269032_salmon_normalized_counts.tsv,2024-05-14T10:18:56,2024-05-14T10:19:13,2024-05-14T10:19:13,2024-05-14T10:19:28,2024-05-14T10:19:28,2024-05-14T10:20:54,2024-05-14T10:20:54,2024-05-14T10:21:03,550,500,gp3,3000
34,ERR6212760,kidney_cells,80.2906,285614284,1979491578,111,2943007,8,c6i.2xlarge,paired,i-06f16c23d5ac6a399,EC2,s3://neardata-other/Salmon/high_mapping_rate/kidney_cells/normalized_counts/ERR6212760_salmon_normalized_counts.tsv,2024-05-14T10:27:35,2024-05-14T10:27:43,2024-05-14T10:27:43,2024-05-14T10:27:47,2024-05-14T10:27:47,2024-05-14T10:28:08,2024-05-14T10:28:08,2024-05-14T10:28:17,550,500,gp3,3000
35,SRR2895311,kidney_cells,71.3571,5364156270,51498502728,111,86956409,8,c6i.2xlarge,paired,i-07e18cc23712005c6,EC2,s3://neardata-other/Salmon/high_mapping_rate/kidney_cells/normalized_counts/SRR2895311_salmon_normalized_counts.tsv,2024-05-14T10:19:58,2024-05-14T10:21:57,2024-05-14T10:21:57,2024-05-14T10:26:35,2024-05-14T10:26:35,2024-05-14T10:35:56,2024-05-14T10:35:56,2024-05-14T10:36:06,550,500,gp3,3000
36,SRR13444190,kidney_cells,52.8572,5254599524,41666530506,111,54210487,8,c6i.2xlarge,paired,i-0adff66f22d3a7d2d,EC2,s3://neardata-other/Salmon/high_mapping_rate/kidney_cells/normalized_counts/SRR13444190_salmon_normalized_counts.tsv,2024-05-14T10:19:19,2024-05-14T10:21:18,2024-05-14T10:21:18,2024-05-14T10:25:04,2024-05-14T10:25:04,2024-05-14T10:38:09,2024-05-14T10:38:09,2024-05-14T10:38:20,550,500,gp3,3000
37,SRR11476811,lymphoid_tissue,80.2172,2035144983,16879329712,111,21866261,8,c6i.2xlarge,paired,i-0dcb9d6e67c6fad0a,EC2,s3://neardata-other/Salmon/high_mapping_rate/lymphoid_tissue/normalized_counts/SRR11476811_salmon_normalized_counts.tsv,2024-05-14T10:17:49,2024-05-14T10:18:36,2024-05-14T10:18:36,2024-05-14T10:20:05,2024-05-14T10:20:05,2024-05-14T10:24:53,2024-05-14T10:24:53,2024-05-14T10:25:03,550,500,gp3,3000
38,SRR17010969,lymphoid_tissue,79.7525,2747624855,17412527292,111,23830171,8,c6i.2xlarge,paired,i-025f8ee226ce9d5ec,EC2,s3://neardata-other/Salmon/high_mapping_rate/lymphoid_tissue/normalized_counts/SRR17010969_salmon_normalized_counts.tsv,2024-05-14T10:22:52,2024-05-14T10:24:04,2024-05-14T10:24:04,2024-05-14T10:25:29,2024-05-14T10:25:29,2024-05-14T10:30:21,2024-05-14T10:30:21,2024-05-14T10:30:31,550,500,gp3,3000
39,SRR11476774,lymphoid_tissue,59.9643,1845113197,15122198768,111,19601917,8,c6i.2xlarge,paired,i-01034fd3bdd3d8b1d,EC2,s3://neardata-other/Salmon/high_mapping_rate/lymphoid_tissue/normalized_counts/SRR11476774_salmon_normalized_counts.tsv,2024-05-14T10:22:12,2024-05-14T10:22:55,2024-05-14T10:22:55,2024-05-14T10:24:06,2024-05-14T10:24:06,2024-05-14T10:27:59,2024-05-14T10:27:59,2024-05-14T10:28:10,550,500,gp3,3000
40,SRR9861664,nervous_cells,89.477,2670462437,19123935620,111,41598083,8,c6i.2xlarge,paired,i-0fb3cc96d7c1abebd,EC2,s3://neardata-other/Salmon/high_mapping_rate/nervous_cells/normalized_counts/SRR9861664_salmon_normalized_counts.tsv,2024-05-14T10:15:18,2024-05-14T10:16:23,2024-05-14T10:16:23,2024-05-14T10:18:08,2024-05-14T10:18:08,2024-05-14T10:23:29,2024-05-14T10:23:29,2024-05-14T10:23:52,550,500,gp3,3000
41,ERR2704987,nervous_cells,67.4796,246837660,1762528280,111,7720292,8,c6i.2xlarge,single,i-0726a83214dd4a47c,EC2,s3://neardata-other/Salmon/high_mapping_rate/nervous_cells/normalized_counts/ERR2704987_salmon_normalized_counts.tsv,2024-05-14T10:28:02,2024-05-14T10:28:08,2024-05-14T10:28:08,2024-05-14T10:28:13,2024-05-14T10:28:13,2024-05-14T10:30:03,2024-05-14T10:30:03,2024-05-14T10:30:12,550,500,gp3,3000
42,ERR4318992,nervous_cells,66.1925,237357296,1651147620,111,7233452,8,c6i.2xlarge,single,i-01034fd3bdd3d8b1d,EC2,s3://neardata-other/Salmon/high_mapping_rate/nervous_cells/normalized_counts/ERR4318992_salmon_normalized_counts.tsv,2024-05-14T10:28:11,2024-05-14T10:28:16,2024-05-14T10:28:16,2024-05-14T10:28:21,2024-05-14T10:28:21,2024-05-14T10:30:08,2024-05-14T10:30:08,2024-05-14T10:30:18,550,500,gp3,3000
43,SRR12564326,nervous_cells,55.1182,3309775028,16469889392,111,50423848,8,c6i.2xlarge,single,i-0705e3534daf36d9f,EC2,s3://neardata-other/Salmon/high_mapping_rate/nervous_cells/normalized_counts/SRR12564326_salmon_normalized_counts.tsv,2024-05-14T10:25:32,2024-05-14T10:26:43,2024-05-14T10:26:43,2024-05-14T10:28:10,2024-05-14T10:28:10,2024-05-14T10:41:01,2024-05-14T10:41:01,2024-05-14T10:41:11,550,500,gp3,3000
44,SRR12564321,nervous_cells,54.3476,3468073785,17452123142,111,53426602,8,c6i.2xlarge,single,i-06a0d2a4c4e6b34f9,EC2,s3://neardata-other/Salmon/high_mapping_rate/nervous_cells/normalized_counts/SRR12564321_salmon_normalized_counts.tsv,2024-05-14T10:26:55,2024-05-14T10:28:13,2024-05-14T10:28:13,2024-05-14T10:29:56,2024-05-14T10:29:56,2024-05-14T10:43:47,2024-05-14T10:43:47,2024-05-14T10:43:57,550,500,gp3,3000
45,SRR12520097,nervous_cells,43.5808,2039467098,10980000668,111,32264740,8,c6i.2xlarge,single,i-053895e50101eff7b,EC2,s3://neardata-other/Salmon/high_mapping_rate/nervous_cells/normalized_counts/SRR12520097_salmon_normalized_counts.tsv,2024-05-14T10:19:00,2024-05-14T10:19:46,2024-05-14T10:19:46,2024-05-14T10:20:27,2024-05-14T10:20:27,2024-05-14T10:57:45,2024-05-14T10:57:45,2024-05-14T10:57:55,550,500,gp3,3000
46,SRR9192586,ovarian_cells,31.0281,4533144880,33673177884,111,72586257,8,c6i.2xlarge,paired,i-0a68793496d007648,EC2,s3://neardata-other/Salmon/high_mapping_rate/ovarian_cells/normalized_counts/SRR9192586_salmon_normalized_counts.tsv,2024-05-14T10:22:30,2024-05-14T10:24:11,2024-05-14T10:24:11,2024-05-14T10:27:12,2024-05-14T10:27:12,2024-05-14T10:37:52,2024-05-14T10:37:52,2024-05-14T10:38:02,550,500,gp3,3000
47,SRR22229936,prostate_tissue,78.1979,233512359,2449233886,111,8215687,8,c6i.2xlarge,single,i-0fb3cc96d7c1abebd,EC2,s3://neardata-other/Salmon/high_mapping_rate/prostate_tissue/normalized_counts/SRR22229936_salmon_normalized_counts.tsv,2024-05-14T10:23:54,2024-05-14T10:24:00,2024-05-14T10:24:00,2024-05-14T10:24:05,2024-05-14T10:24:05,2024-05-14T10:25:19,2024-05-14T10:25:19,2024-05-14T10:25:28,550,500,gp3,3000
48,SRR1503857,prostate_tissue,73.2077,803243777,6725496356,111,27100725,8,c6i.2xlarge,single,i-06a0d2a4c4e6b34f9,EC2,s3://neardata-other/Salmon/high_mapping_rate/prostate_tissue/normalized_counts/SRR1503857_salmon_normalized_counts.tsv,2024-05-14T10:23:00,2024-05-14T10:23:20,2024-05-14T10:23:20,2024-05-14T10:23:40,2024-05-14T10:23:40,2024-05-14T10:26:44,2024-05-14T10:26:44,2024-05-14T10:26:54,550,500,gp3,3000
49,SRR1260106,prostate_tissue,66.8353,469157628,3471696290,111,14414434,8,c6i.2xlarge,single,i-0726a83214dd4a47c,EC2,s3://neardata-other/Salmon/high_mapping_rate/prostate_tissue/normalized_counts/SRR1260106_salmon_normalized_counts.tsv,2024-05-14T10:24:46,2024-05-14T10:24:58,2024-05-14T10:24:58,2024-05-14T10:25:07,2024-05-14T10:25:07,2024-05-14T10:27:52,2024-05-14T10:27:52,2024-05-14T10:28:01,550,500,gp3,3000
